tweet_content,label
"Es digno de atención el relato de Kipling On the City Wall; Bahadur las admite, pero yo determiné descubrir la auténtica y secreta razón del nombre de Roma, conversé con él una tarde en que, sin embargo, haber descubierto y divulgado el horrible nombre de Bikanir.",0
"@user Este abuelo es un payaso, como pudo ser congresista, escasa inteligencia o dolo",0
"Cuba: Hemos recibido denuncias de detenciones arbitrarias de manifestantes y posibles cortes de internet. 

Miles de cubanos quieren vivir mejor y con libertades básicas. Ante ese reclamo justo, parece que, una vez más, @user solo es capaz de responder con represión. url",1
"URGENTE. Ahora mismo, hay protestas simultáneas en más de 5 CIUDADES en Cuba. La dictadura está cortando el internet en algunas partes de la isla. La gente se lanzó a las calles a protestar. so scuba 🇨🇺",1
DÍA HISTÓRICO | El pueblo cubano está en las calles pidiendo Libertad e intervención humanitaria. so scuba url,1
@user El paraíso cubano es un sueño húmedo para los vagos izquierdistas,0
"ATENCIÓN ARGENTINA 🇦🇷

A las 5:30 PM, se hará una protesta frente a la Embajada Cubana en BUENOS AIRES. Varios grupos de exiliados cubanos y argentinos que apoyan la libertad asistirán. Por favor, vayan y apoyémoslos. Si no pueden ir, difundan. so scuba 🇨🇺",1
"Hasta mis 20 años, creía que en cuba había un gobierno revolucionario. Cuando vi que un solo hombre, un solo partido y una sola ideología aglutinaba todo el poder, comprendí que en Cuba había una dictadura. ¡Que la democracia llegue a la Isla!",1
"cuba🇨🇺 | Enfrentamientos entre civiles y efectivos de la seguridad del Estado que pretenden aplastar las protestas masivas.

so scuba 

 url",0
"Protestas inéditas en cuba.

Miles de personas salen en diferentes puntos de la isla. La pandemia, el desabastecimiento, la inflación y la falta de libertades han hecho estallar el descontento. El presidente Díaz-Canel promete una ""respuesta revolucionaria"".

dw noticias / ajr url",1
"Lo único que está logrando la derecha fascista con sede principal en Miami, es que el pueblo revolucionario cubano se movilice en defensa de su soberanía y en respaldo a su gobierno. Venga, @user, sigue retando al heroico pueblo de Cuba. 

Los gusanos no pasarán. ❌🐛❌ url",1
"9jul |🇻🇪📢 ¡ETIQUETA DEL DÍA!▶️

victoria por la vida y lapaz

En Revolución nuestra victoria es la paz. url",0
"Baby, me he dado cuenta que te amo",1
"Dos hombres se estaban besando cuando el agresor les gritó “en España no se hacen estas cosas, maricones de mierda”. Una de las víctimas intentó calmarle, pero recibió un puñetazo por respuesta. Es la segunda agresión homófoba en una semana en Valencia url",0
"62 años de dictadura se han sostenido en buena parte por el amparo de un segmento de la élite política e intelectual de Latam. Burgueses y funcionarios que jamás le soltaron la mano a los Castro y que claman democracia y DDHH en sus países pero no para los cubanos. 

cuba libre",1
Se terminó la mentira comunista del reparto igualitario de la miseria. Cuba quiere ser libre. so scuba,1
"""Convocamos a todos los revolucionarios a salir a las calles a defender la Revolución en todos los lugares"", dijo @user cuba 
url",1
La represión en cuba 🇨🇺 ordenada por @user so scuba  url,1
No hay bandera tan bella como mi bandera cubana. patria o muerte no mas bloque o de dur date am @user @user,1
🔴“¡Abajo la dictadura!”: cubanos se levantan en multitudinaria protesta en La Habana [video] url url,1
Buen momento para recordar la  empatía y admiración que siempre tuvo la dirigencia política de Venezuela con los criminales de la Habana. url,0
Me gano 3 veces al billar tócate la polla,0
"@user yo ya lo vi. Es deprimente, como siempre. Qué manera de burlarse del CAPITÁN PLANETA. Yo se lo dedicaría a nuestra capitán planeta
Camila Vallejo Ciper Instituto Nacional Pablo Marchant TERRORISTAS Cuba covid19 elecciones 2021cl Iván Valenzuela noespandemiaesgenocidio",0
AHORA 🇨🇺 | El pueblo cubano saliendo masivamente a la calle pidiendo LIBERTAD!!!! so scuba url,1
"Mira @user eso es represión y lo mas probable es que salgan muchos presos políticos, personas que ya no soportan el desabastecimiento... Y es en tu querida Cuba! url",1
¿Por qué Daniel Jadue está tan violento y prepotente hoy? ¿Estará nervioso por la Dictadura Cubana?,0
"Mientras los cubanos, hartos de miseria, de hambre, de corrupción y de palizas, se echan a la calle, en España, este tío es Ministro: url",0
"so scuba . Es TT.
Vamos tuiteros apoyemos!!!!
so scuba .
No los dejemos solos!!!",1
"Me solidarizo con todos los cubanos que están en las calles exigiendo sus derechos humanos y rechazando el régimen dictatorial de Castro/@user. no tenemos miedo 

url",1
"Los cubanos, que vienen del comunismo, salen a las calles para reivindicar la democracia.

En España, sin embargo, algunos españoles, que vienen de la democracia, salen a las calles para reivindicar el comunismo.

Hay que ser gilipollas!!",0
"No al comunismo. Ni en Cuba ni en Chile. Jadué NO será presidente de Chile, nuestro país libre y democrático.",0
"Varias ciudades del país registran protestas masivas.
Esta es en Palma Soriano al Oriente del país 

so scuba url",1
Quizás ahora a los autoritarios colombianos les gusta lo que dice la @user sobre so scuba,0
"Capitolio de la habana cuba ahora

El pueblo cubano quiere el cambio YA.

🆘 SOS CUBA url",1
Algunos superhéroes no llevan capa pero igual vuelan hasta lo más alto 💫🔝 url,0
"Pues si, todo empezó aquí en las redes sociales con un simple so scuba. 

Aún creen q las redes sociales no sirven para nada?

Somos la generación del telefonito pero con el valor q le faltó a nuestros padres y abuelos 💪",1
"Las calles de Cuba son del pueblo revolucionario.
PATRIA O MUERTE
somos cuba elimina el bloque o url",1
Cuba se levanta! Por favor compartan. Patria y Vida! url,1
El Dibu Martínez les manda un saludos a todos los sociólogos que se pasaron toda la semana hablando de la deconstrucción del fútbol. url,0
"Es tuya Lionel, al fin se dio💙🇦🇷",0
"🎶🎵 Porque Messi tiene puesta la corona, oh oh. Y la magia de su zurda que enamora, oh oh. Para colmo te acordás de Maradona... ¡SÉ QUE TE DUELE, QUE TE LASTIMA, PERO ESTA COPA ES DE ARGENTINA! 🎶🎵 url",0
"""Miente, miente, que algo queda"", la frase típica de los zurdos. Demuestre que son mercenarios de USA. Es un pueblo oprimido por más de 60 años por dictadura comunista criminal, violadora sistemática de derechos humanos, comunista doble estándar. so scuba ja due compl ice",0
"El pueblo se atreve a echarse a la calle en Cuba contra la dictadura comunista más sanguinaria de Hispanoamérica.

En España no nos atrevemos a manifestarnos de verdad contra el peor gobierno de la democracia.

Algo malo pasa en este país. url",0
"GRACIAS A TODOS
GRACIAS A DI MARIA
GRACIAS A DE PAUL
GRACIAS A MONTIEL
GRACIAS AL DIBU
GRACIAS AL CUTI
GRACIAS A OTAMENDI
GRACIAS A LO CELSO
GRACIAS A PEZZELLA
GRACIAS A ACUÑA
GRACIAS A TAGLIAFICO
GRACIAS A PAREDES
GRACIAS A GUIDO
GRACIAS A MESSI
GRACIAS A SCALONI

GRACIAS. url",0
"Dimitri Hérard, jefe de seguridad del asesinado presidente haitiano Moïse, hizo recientes y sospechosos viajes a Colombia. url",0
"🤭🤣
🔸️Mónica Perez en la página 102 punto 7 de su programa de gobierno está la información 
🔸️Plop 
ja due compl ice
so scuba 
🙈🤣🤣 url",0
"Reporte de; 🚨🚨🚨🚨
 @user ya está en el hotel de mi selección y esto me informan;
-Estará fuera de circulación 6 semanas. 
-El golpe fue brutal, ameritó 40 puntadas, pero NO hubo fractura.
-Las tomografías no arrojan más daño. 
fuerza chucky url",0
"San Bruno *

Fundador de los Cartujos
Patrono contra posesiones diabólicas
url
url",0
"matanzas | Se han abierto 112 centros de aislamiento y atención, sumado 165 médicos y 182 enfermeras de otras provincias, incorporado 300 recién graduados  e incrementado hasta 2 500 pruebas de PCR, medicinas, insumos y equpamiento médico.
cuba 🇨🇺 url",1
"Me llamó la atención comparar un lugar q es la meca de la disidencia cubana en cuanto a sus muertos por covid19 contra cuba a ver donde se han muerto + personas por mal manejo del gobierno. Sorpresa, en miami se han muerto + personas q en toda cuba 
Los # vía google url",1
Soy solo yo o es que ya nos quitaron la conexión?,1
"Thomas Carlyle  (Historiador. Escocia):

""Tarea delicada la de apaciguar muchedumbres, porque hacer mucho puede ser funesto como no hacer nada"".

¡Eso es lo que está ocurriendo en las calles de toda Cuba. La gente se cansó de 62 años de tiranía, y se rebelaron pidiendo LIBERTAD!.",1
Viva Cuba Libre url,1
@user El de peñarol👌,0
"@user @user @user @user @user @user @user @user @user @user @user 11jul 
✴️qu tale la corona al virus 😷✊🏾
Evitemos el contagio de la Covid19. Respetemos las medidas de bioseguridad.

Sabemos cómo hacerlo.
¡Cuidémonos! 
url
@user 
@user 
@user",0
"Nos informan q al parecer varios sujetos se metieron a una casa en residencial Piamonte en San Pablo Viejo, agarraron los dueños y los encerraron, una vecina se da cuenta y lo comunica al grupo de WhatsApp del sector, q avisan a la policía y los sorprende en lugar.
En Desarrollo. url",0
"Parece que llamar a alguien ""MARICÓN"" mientras lo patean hasta la muerte NO es algo ""exclusivo"" ni de los HOMBRES, ni de los ESPAÑOLES y de personas con ideología de DERECHA como la IZQUIERDA nos hace creer; esa que ahora se esconde, calla y ya NO le interesa la muerte de SAMUEL.",0
Tener un gran respeto por tu propio bienestar y felicidad es el mejor regalo que puedes darte a ti mismo,0
@user Definiciòn de dictadura,1
so scuba mi profundo respeto con un pueblo que marcha pidiendo libertad.,0
"Necesito vitamina C
(coger y cerveza )",0
"@user Porque nunca me he creído fea pero jamás tan hermosa como las viejas de aquí 
Son increíble 
Parecen de otro mundo 
Pero no
No es para que me digan nada 
En fin 
Yo me entiendo",0
"Diaz Canel es tan igual de criminal que Fidel Castro, Raul Castro y Hugo Chavez, viva Venezuela y Cuba libre, abajo cadenas",0
"CHOQUE 🚙💥🚗 en Tlaquepaque, Col. Camichines, Lázaro  Cárdenas   De   Oriente  A Poniente y En El Nodo  Vial  Revolución. Tome precauciones",0
"Atención. Se van a producir protestas frente a las embajadas de Cuba en diferentes países del mundo. Por favor, aunque no sean cubanos, si están cerca, vayan a apoyarlos. Protesten junto a ellos. Aquí abajo voy a dejar los lugares y horarios que me vayan llegando. so scuba. RT.",1
"La normalización del insulto “maricón” a todo lo que se salga de la heteronornatividad canon no hace desaparecer la homofobia. De hecho, a ver si entra en muchas cabezotas, es el epítome de la homofobia. Lanzarle el insulto, que crees demérito, a quien a ti te parezca merecerlo.",0
Trinidad también salió a las calles so scuba url,1
"Miles de cubanos salieron a las calles el domingo, frustrados por meses de crisis. El jefe del Partido Comunista, Miguel Díaz-Canel, convocó ""a los revolucionarios comunistas a que salgan a la calle donde se vayan a producir estas provocaciones y enfrentarlas con decisión"". cuba url",0
"La respuesta del pueblo no se hizo esperar y al llamado de nuestro Presidente salió a tomar sus calles, las que no serán nunca de los peones del Imperio

unidos vence re mos 
cuba por la vida 
cuba
de zur date am url",1
@user @user @user @user El punto es que un Presidente se debe pronunciar sobre la situación de otros Países y Jadue debe decir si apoya o condena el movimiento ciudadano en Cuba...,0
"Los mamertos tan bullosos defendiendo a vándalos en Colombia y tan callados viendo a los cubanos queriendo ser libres. En fin, la hipocresía.",0
"Bueno para los interesados de mi receta rápida y fácil dominguera de pesto de brócoli 🥦 
Aquí les vá!
Recuerden regalarme su like si les gusto la receta y enviarme fotos si la replican💖🔥
Voy👇 url",0
Cuando te preocupan más esos países que tu propio país 🤷‍♂️ url,0
"Así me gusta montar a mi esposa😈 alguien se le antoja 😏
Excelente inicio de semana 🤤😈🤤😏 url",0
"El Malecón y el centro de La Habana, rebalsan de gente al grito de LIBERTAD. No puedo creerlo todavía. Tiene que recorrer el mundo so scuba 🇨🇺 url",1
"""... una revolución pacífica, pero armada"". Palabras de aquel desquiciado milico golpista, ruín, mediocre, resentido y delirante.",0
"Este morado caviar comunista se burla de los hermanos de Cuba🇨🇺 

¡Abajo el comunismo!
so scuba sos per url",0
"Protestas contra el régimen antidemocrático en Cuba, ellos fueron víctimas de un ideal que les prometió libertad y los esclavizó.

El nacionalismo no llena el estómago, el antiimperialismo, no cura a tus hijos.

— Mexicano pro castrochavismo ¿Ya entiendes?
url",0
Centro Habana pinga!!!!! so scuba,1
Rebelión en Cuba: Multitudinaria protesta antigubernamental en un pueblo url,0
"""La orden de combate está dada, a la calle los revolucionarios"", @user, culpable de incitación a delinquir.

 Tod@user l@user cuban@user como herman@user unid@user sin miedo para vivir en libertad.

no tenemos miedo patria y vida 
so scuba 11jul url",1
"Eres una tremenda hija de puta!!!!!!!!!!!!!!!!!!!!!
desde 🇨🇺 te lo gritamos!",1
DALE ITALIA LA RE PUTA Q LL RE PARUO GANAS Y SOY LA MAS FELIZ,0
"La protesta es un derecho humano y, como tal, debe ser garantizado.

Un proyecto emancipador debe repudiar los autoritarismos como la incitación a la violencia entre quienes sufren.

Mi solidaridad con el pueblo de cuba.",0
"Coño no apoyen manifestaciones! Hoy salieron casi 7000 casos, el coronavirus no es una cosa de juego! Vieron los vídeos, vieron cuántas personas estaban con las mascarillas mal puestas, toda la aglomeración. Eso no es un acto de valentía, es un acto de estupidez!",1
"so scuba so scuba san antonio sos matanzas cuba
El pueblo pide Ayuda y Libertad ‼️‼️ url",1
"Vamos todos a la Embajada de Cuba en este momento. Apoyemos a los cubanos so scuba
find el comuni smo
Virrey del Pino y Arribeños url",0
@user A quien le importa el deporte cuando un pueblo se esta muriendo de covid y de hambre. so scuba sos matanzas cuba,1
Habitantes de La Habana se suman a las protestas que estallaron este domingo en varias ciudades y pueblos de Cuba reclamando libertad url url,1
"@user y encima borra sus tuits y bloquea, el lloron.",1
"Iniesta sobre Pedri: ""No me han gustado nunca las comparaciones. A mí también me tocó alguna. Lo importante es que él siga haciendo lo que hace. Ves que disfruta, que no le cuesta, lo hace fácil. Luego es generoso en el esfuerzo. Tiene todas las cualidades"" @user url",0
so scuba abajo la dictadura url,1
"Hay algo que no se dice del caso Macri y su rol en el Golpe a Evo en Boliva: 11 gendarmes al mando de Bullrich llevaron más de 8 mil municiones de plomo y 3600 eran calibre 12/70. Qué pasó con ese material letal? Ese un punto clave, además de las 70 mil municiones para reprimir.",0
"Acaban de Tumbar el Internet en Artemisa. El pueblo está en la calle. Todos a sumarnos. Vamos
so scuba url",1
@user @user @user Se les acabó el circo 🎪 la dictadura en Cuba tiene los días contados Sra Yakult. so scuba url,1
"🆘🆘 ¡MUY IMPORTANTE! 🆘🆘

Acabo de ver un vídeo el cual no puedo subir esta noche donde se acredita algo muy gordo sobre la vacuna.

Por favor, no os vacunéis hasta ver este vídeo. Es muy necesario que lo veáis.

Se va a liar muy, pero muy gorda, os lo aseguro.

RT POR FAVOR ‼️",0
Diferentes Hermandades y Cofradías de mla ga nos unimos para sufragar la reparación y mejora de cubiertas y techos del Monasterio de Santa Clara de las Madres Clarisas de Capuchinos. co frad as mlg url,0
Habitantes de La Habana se suman a las protestas que estallaron este domingo en varias ciudades y pueblos de Cuba reclamando libertad url url,1
CONFIRMEN SI ESTO ES VERDAD? so scuba url,1
"El gobierno cubano tiembla del miedo. Son 6 décadas de hambrear, asesinar y callar a su pueblo. Hoy la gente tiene el poder. Cuba libre, abajo el comunismo. Diaz Canel singao! 🇨🇺 so scuba",1
@user El meme del año. Jajaja a la n k pi mas uno.  Vaya pa que lo entiendas. Aunque creo que ustedes no saben aún de eso,1
"💣JASIEL RIVERO estaría cerca de firmar por el Valencia Basket.

🙄No hace falta ser adivino para saber que es una petición expresa de PEÑARROYA.

⁉️Cortes de pelo a parte, ¿qué os parecería esta incorporación?",0
"Matías del Río demostrando sus prioridades. “Tengo miedo que no salga el tema Cuba con la potencia que requiere hoy día”. Será este el tema más importante para Chile hoy?Esta es la prioridad de la élite. Sabotear a Daniel Jadue. 
 debate a prue bo dignidad url",0
Si hay fuerza para volver del revés un carro de policía ¿que no puede hacer el pueblo contra la dicta dura? En cuba no queremos mas dicta dura url,1
se viene naoki del pueblo y para el pueblo pq mi novia me bloqueó,0
¡NO TENEMOS MIEDO! so scuba🇨🇺,1
"Están deteniendo a periodistas que cubren las manifestaciones en Cuba.
Empieza la dictadura a callar las voces incómodas que pudiesen alertar al mundo sobre los acontecimientos en la isla. 
so scuba detenido el periodista independiente @user 
patria y vida 
@user",1
"viva cuba libre 🙌🕊🇨🇺🇻🇪
so scuba 

Que Dios y la Virgen del Cobre los proteja, los libre del mal en esta noche y todas las que sean necesarias ... Amén. 🙏👇👇👇 url",1
"@user @user @user @user @user @user @user @user 🤔 Protestas ""espontáneas"", dicen que para ayudar al pueblo de cuba y los protestantes portando banderas americanas, mmmmm aquí hay TIO SAM encerrado, nadie me engaña, pero resulta que en mi Patria lacalle es de los revolucionario s url",1
"Me gustaría tanto que los influencers peruanos, así como postean en su perfil S.O.S. CUBA, también lo hicieran con un S.O.S. PERÚ. Queridos compatriotas estamos a punto de caer en manos de la izquierda radical. 🥺",0
Siete letras que concentran el grito desesperado de una nación: so scuba,1
"La violencia extrema no se puede permitir en Venezuela, tenemos derecho a nuestra independencia y tranquilidad. Por ello, pido al pueblo la máxima ayuda para poner a la orden de la justicia a los cabecillas de las bandas criminales de la Cota 905. ¡Ayúdanos a hacer justicia! url",0
"Listo, la simpatizante DC Monica Rincón con las preguntas sobre Cuba!!
Otra que hace las mismas preguntas huevonas de siempre, Corea del Norte, Venezuela y China (a no China no porque compran el cobre). Abúrranse, estos son candidatos a presidentes de Chile
debate a prue bo dignidad",0
@user acaba de declararle la guerra a su propio pueblo. so scuba url,1
"Como decía el Che Guevara: ""Que no se puede confiar en el imperialismo, ni tantito así. Nada""

La provocación a la revolución cubana, es mediáticamente global. Pero en Cuba, salen a las calles a defender la revolución.
RT 👇 
somos cuba elimina el bloque o url",1
"🚨ltima hora El exilio pide intervención internacional para evitar ""baño de sangre"" en cuba: so scuba url",1
"Entonces, llegamos al millón o no?

so scuba url",1
VAMOS CUBA!!,1
"an f A gritos de ""libertad"" y ""abajo la dictadura"" cientos de personas salieron a las calles este domingo en varias regiones de cuba, una protesta masiva en los últimos 60 años. Inició en San Antonio de los Baños, se extendió a Santiago de Cuba  y Pinar del Río.
Vía: @user url",1
"ACABAN DE CORTAR EL INTERNET EN  TODA LA HABANA, CUBA. so scuba 🇨🇺",1
"-Ante un escenario de desgaste psicológico, carencias materiales y el despunte del número de contagios y muertes, se presenta un clima idóneo para la guerra comunicacional contra Cuba interven cin humanitarian o cuba ssos no @user @user url",1
¿Está diciendo que se corre dentro de chicas sin su consentimiento (las viola) y se están riendo los dos como si nada?,0
"Abran Facebook, la directa es con Samantha Regalado. Compartan esto para que entren todos.

so scuba",1
"Por nuestra Historia
Por nuestra Familia
Por nuestros Médicos
Por nuestra Patria
Por nuestra revolu cin
Por fidel
lacalle es de los revolucionario s
unidos vence re mos
sise puede cuba
sos elimina el bloque o
patria o muerte
cuba url",1
"so scuba 
cuba 
cuba libre 
cuba des pier ta 
Los pueblos se empiezan a dar cuenta que el Socialismo y el Populismo. Solo le sirven a unos pocos, que son quienes dan las órdenes. 
Pero ningún cobarde dictador puede más que un Pueblo decidido a ser LIBRE!!!…",1
"@user Abajo el comunismo
patria y vida",1
"Si esto no se acaba hoy, se acaba mañana, ya vamos loma abajo y sin frenos, q el sacrificio no sea en vano so scuba sos matanzas",1
somos cuba Respaldamos las palabras de nuestro presidente @user Así se gobierna en cuba viva y soberana  porque aqu nose rinde nadie y porque somos continu i dad  @user @user @user @user @user @user @user @user url,1
en Cuba hay una revolucion para salir del comunismo y en Chile lo queremos traer de vuelta 🤦,0
"cuba sos cuba libre
cuba es una dicta dura

Reprimen y censuran.
La gente dijo ""hasta aquí"". Sin internet, sin suministros y con las calles tomadas por la policía, así estamos. url",1
"¡Viva Cuba, abajo el bloqueo criminal, paz pada nuestro heroico pueblo!",1
"🇨🇺 cuba | Cubanos toman las calles y gritan ¡LIBERTAD! desde el malecón de la Habana.

Fuerza CUBA..!!!

so scuba url",1
Fuerza CUBA 🇨🇺💪🏻🙏🏻,1
"11jul 🇨🇺 Reportan enfrentamientos con piedra entre civiles y la policía en la Habana...

fuerza cuba 
🎥@user
url",1
"Que grande CUBA!!! 🇨🇺

so scuba url",1
"Dejaron detenida por ""Maltrato de Obra a Carabineros"" a mujer con 5 meses y medio de embarazo, luego de que fuera golpeada hasta con lumazos, los que tiene marcados en su cuerpo, corroborados por la abogada @user 
@user 
@user 
@user 
@user url",0
"Mamita mía, qué bebedores, qué bebedores",0
"Al matar al presidente de Haití, 11 de los mercenarios se escondieron en una vivienda, y después de ser hostigados 4 de ellos fueron dados de baja y 7 detenidos. como es que 2 días después aparece incinerada dicha vivienda y dos vehículos? Lo de los mercenarios no acaba ahí.",0
"“Se trata de reformar el Perú, no de destruirlo; se trata de hacer crecer la economía, no de ponerse las anteojeras ideológicas; se trata de que se cumplan las leyes para todos, no de que una cúpula corrupta se enriquezca a costa de todos”  url",0
En 4 hs me tengo que levantar y todavía no puedo dormir. Insomnio de mierda,0
"Hoy hace 24 años, ETA secuestró a Miguel Ángel Blanco.
Le torturaron antes de matarlo.
Hoy se sigue homenajeando a los asesinos etarras.
Sus herederos políticos son socios del Gobierno de Pedro Sánchez.
Y los jóvenes desconocen el sacrificio de Miguel Ángel.
Ni olvido ni perdón. url",0
"Los cubanos dignos y agradecidos estamos confiados y seguro de nuestras conquistas, porque somos la inmensa mayoría, dispuestos a continuar esta lucha hasta el final y la victoria será nuestra. PATRIA O MUERTE. lacalle es de los revolucionario s cuba url",1
"@user @user Mentira es tu cuenta que la creaste para replicar contenido. Ni dos meses de creada para manipular información.

Lo que hay es que ayudar de verdad. Apoyar en los centros de aislamiento y en los servicios de transportación. Déjate de pendejadas. sise puede cuba",1
"@user La ventaja que tienes los Cubanos es que no tienen una ""oposición"" como ustedes para poder apaciguar a la gente con engaños.",0
"🌻♥️🍻 Excelentes buenos días, ayer sin alguna propuesta y definición!!!.

Alguna parejita para hoy sábado por la tarde noche, Santiago Tianguistenco Toluca, esperando haya una proyección el día de hoy.

Nosotros disponibles.

Saludos.

Vane y Fer 😊 url",0
"Mi Cubaaaa!!! 🇨🇺❤️
so scuba 🇨🇺 sos matanzas 🖤",1
"Jajajaja, está bien chingón!!",0
Como se aburren con su vida vienen a  romper las bolas a vidas ajenas,0
"La verdad me siento muy orgullosa del fandom que somos, lxs quiero mucho y gracias por siempre estar para los chicos🤠💜 url",0
"¡¡No pinshes mames!!
¿""Un gran líder""?!!!
¿""Nunca hubo tanta separación de poderes""?!!!
Le faltó decir que dónde el Supremo Camina, crecen las flores y sale el sol esplendoroso.
Patético el servilismo abyecto del Ministrito.
Que puta vergüenza.
Exijo su renuncia.
Para antier.",0
"“Que fácil es engañar al que no sabe leer.
Cuántos colores, cuántas facetas
tiene el pequeño burgués.”

silvio",1
"ACABAN DE CORTAR EL INTERNET EN  TODA LA HABANA, CUBA. so scuba 🇨🇺",1
"No nos dejemos confundir, los que pagan quieren vernos fajados entre nosotros, pero no afectan su tranquilidad. Disfrutan nuestra desgracia. El pueblo de cuba sabe lo que quiere y no es el Anexionismo. mincom lascal lesson de los revolucionario s url",1
Los cambios en el último minuto para chutar en la tanda de penaltis casi nunca salen bien. @user,0
Sagasti: vas a apoyar la libertad de Cuba? Te escuchamos!,0
".
    Va a terminar triunfando la Ley Natural. Pocos de ustedes la conocen aún. Deberían investigar al respecto. Entonces caerán todos los partidos políticos y leyes. 
Y se hacen otras, en beneficio nuestro y no d eellos.
. url",0
¿Qué está pasando en Cuba? Cientos protestan contra el castrismo url,0
Que so scuba se vea en todo el planeta señores url,1
"@user Repudian el bloqueo, pero avalan el hambre, la pobreza, la miseria! Con razón los mejores países del mundo los erradicaron como partido! SON LO PEOR! libertad para cuba",0
"America de punta a punta esta con uds. hermanos cubanos, si cae la dictadura castrista cae la dictadura bolivariana y con ello toda la lacra empobrecedora del continente FUERZA 🇨🇺 💪💪💪 so scuba cuba",0
"so scuba: ""Esto ha llegado a su fin"": palma soriano se tira a la calle pidiendo libertad en cuba 

PROTESTAS MASIVAS en varias ciudades de la Isla: url url",1
le dije a Dios “Líbrame del mal” y quede soltera,0
"@user ¡Es excelente! Por fin esta administración invierte en la zona norte y es un gran y ecológico proyecto. 
4t cable busc dmx",0
"elimina el bloque o| En solidaridad con nuestros hermanos cubanos, en defensa de la revolución somos cuba. ✊🇨🇺

11julio url",0
"@user @user @user Algunos usuarios en redes reportan una manifestación en cuba
Desconozco detalles 

so scuba url",1
"Ahora mismo en Galiano, fidel en las calles de cuba url",1
@user Jaja ponen en comparación ser gordofobico y ser de Boca kjjjj,0
"Es la pinga para el que toque a un cubano que este ejerciendo sus derechos civiles, sepan bien represores, Canelo puede huir pero no sé los va a llevar en su avión, ustedes son unos pendejos malnacidos so scuba  abajo la dicta dura patria y libertad aba joel comuni smo",1
"La suerte de Cuba depende de muchas variables; entre ellas, del modo en que cada uno de sus hijos actúe. Unidad, disciplina, responsabilidad, coraje. Todos por la vida de todos somos cuba
url",1
"6:00 AM...ya no sé si es muy tarde o muy temprano para ponerlo...pero q coño, ejeltole 
so scuba sos matanzas 
so scuba sos matanzas 
so scuba sos matanzas 
so scuba sos matanzas",1
"Aunque repriman a todo el mundo. Aunque corten el internet. Apaguen la luz. Militaricen cada rincón de cuba, este 11 de julio los cubanos le plantaron cara a la dictadura y le dijeron que esto es solo el comienzo. so scuba",1
"Se que muchos lo saben o al menos lo intuyen, pero no está de más recordarles que los verdaderos voceros del neoliberalismo, de los libertarios y de la derecha fascista en general, no está en los partidos políticos, está en los medios hegemónicos.",0
"🇨🇺 Cuba no está Sola. 

Los revolucionarios están en las calles.. los traidores NO PASARÁN.. 

¡Viva Cuba Digna! @user 

sise puede cuba elimina el bloque o url",1
"🚨lacalle es de los revolucionario s🇨🇺

Los jóvenes que pertenecemos al Movimiento juvenil martian o, nos sumamos al apoyo de nuestro Presidente @user y reafirmamos sus palabras:

""La orden está dada. La calle es de los Revolucionarios y en primera fila van los comunistas"" url",1
"¿Revolución de colores en Cuba? ¡Para nada! Al contrario, serán los lacayos del Imperio los que ""se pintarán de colores"". ¡Los cobardes siempre huyen! lacalle es de los revolucionario s 😎 cuba viva cuba socialista",1
Si Inglaterra gana la Euro deberían hacer una recopa con Argentina y el que gane se queda con las Malvinas,0
"cuba
Dónde están las agencias internacionales d noticias cojoneeeeeeeeeeeee!!! 
@user @user @user ustedes serán cómplices d lo q ocurra con los manifestantes. so scuba",1
"Para no existir la violencia de género.... No veas cómo nos jode la vida a tantas.

apoyorocio11j

url",0
"El llamado del presidente cubano provocó cuestionamientos entre opositores y en las redes sociales de la isla, quienes le señalaron de estar ""llamando a una guerra civil"". url",1
@user @user @user Podrá existir alguien más pendejo?,1
"Quiero un chingo a Buffon, pero Donnarumma es mejor atajador de penales que Buffon",0
@user @user Patriarcado po wn. Jajajajajaj que risa,0
"No tengo muy claro que pasa en Cuba per si se pide ayuda yo apoyo so scuba

Un abrazo desde Chile ฅ^•ﻌ•^ฅ✨🌷",0
Nunca me sentí tan orgulloso de mi pueblo cubano. Viva cuba libre cojoneeee,1
"¿Ahora si les gusta lo que dice la @user sobre Cuba? 

¿Ahora si la avalan? ¿Ahora no les parece sesgada e ideologizada? 

¡En fin, la hipocresía!",0
Y que opinará el candidato @user lo mismo que su partido? @user @user @user @user @user @user @user @user @user @user @user @user @user @user url,0
"🏳️‍🌈Por primera vez, un barrio de la ciudad ha celebrado su propio Orgullo LGTBI con el objetivo de llevar la reivindicación y la visibilidad de este colectivo  a nuevos espacios ciudadanos. url",0
Me partió el alma 😭😭😭😭🆘so scuba  abajo el comunismos url,1
"‘No toquen al pueblo’, le exige a la dictadura Yuliet Cruz url cuba cubit a now somos cuba",1
"11 de Julio 2021""Patria y Vida""
cuba ""abajo la dictadura""

url url",1
Todo lo q esta pasando hoy es para caminar mañana x una Cuba libre so scuba url,1
@user @user @user Un verdadero mariconazo este viejo reculiao.,0
"@user Jajajaja calla invento de revolucionario. Si estaba otro candidato frente a tu títere, caías. Mereces ser otro Tomas Gutiérrez junto a tu títere.",0
"En Cuba pidiendo libertad y que caiga la dictadura castrista, y acá en Colombia; quieren que Petro sea presidente.",0
¿Vosotros os sentí a veces más alto y otras veces más bajitos? O soy yo?,0
